id,division,department,class,title,description
1121,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1122,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1122,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1123,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1123,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1124,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1125,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1125,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1126,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1126,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1127,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1129,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1130,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1131,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1131,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1132,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1133,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1133,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1134,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1135,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1136,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1137,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1138,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1139,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1140,General Petite,Trend,Trend,Petite Trendy Wrap Dress,"A trendy wrap dress that’s flattering and stylish, designed specifically for petite frames."
1140,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1141,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1142,General Petite,Trend,Trend,Petite Trendy Wrap Dress,"A trendy wrap dress that’s flattering and stylish, designed specifically for petite frames."
1142,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1143,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1144,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1145,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1146,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1146,General Petite,Trend,Trend,Petite Trendy Wrap Dress,"A trendy wrap dress that’s flattering and stylish, designed specifically for petite frames."
1147,General Petite,Trend,Trend,Petite Trendy Wrap Dress,"A trendy wrap dress that’s flattering and stylish, designed specifically for petite frames."
1147,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
1148,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1149,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1150,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1151,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1152,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1153,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1154,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
1155,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1156,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1157,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1158,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
1159,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
1160,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
1161,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
1162,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
1165,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1166,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1167,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1168,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1169,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1170,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1171,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1173,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
1174,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1175,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1176,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1177,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
1178,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
1179,General Petite,Tops,Blouses,Petite Satin Blouse,"A petite-friendly satin blouse that shimmers with elegance, perfect for special occasions."
1180,General,Tops,Blouses,Silk Button-Up Blouse,A luxurious silk blouse with a timeless button-up design. Perfect for both office and casual wear.
1181,General Petite,Tops,Knits,Petite Cable Knit Sweater,A cozy cable knit sweater tailored specifically for a petite silhouette. Warm and stylish for cooler days.
1182,General Petite,Tops,Knits,Petite Cable Knit Sweater,A cozy cable knit sweater tailored specifically for a petite silhouette. Warm and stylish for cooler days.
1183,General,Tops,Knits,Classic Ribbed Knit Top,A versatile ribbed knit top that pairs well with any bottom. Soft and stretchy for all-day comfort.
1184,General Petite,Tops,Knits,Petite Cable Knit Sweater,A cozy cable knit sweater tailored specifically for a petite silhouette. Warm and stylish for cooler days.
1185,General,Tops,Knits,Classic Ribbed Knit Top,A versatile ribbed knit top that pairs well with any bottom. Soft and stretchy for all-day comfort.
1186,General,Tops,Knits,Classic Ribbed Knit Top,A versatile ribbed knit top that pairs well with any bottom. Soft and stretchy for all-day comfort.
1187,General,Tops,Knits,Classic Ribbed Knit Top,A versatile ribbed knit top that pairs well with any bottom. Soft and stretchy for all-day comfort.
1188,General Petite,Tops,Fine gauge,Petite Fine Gauge Cardigan,"A fine gauge cardigan, lightweight and perfect for layering. Tailored for petite frames."
1189,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1190,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1191,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1192,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1193,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1195,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1197,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1198,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1199,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1200,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
